age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,y
58,management,married,tertiary,no,-565,yes,yes,cellular,17,nov,191,2,-1,0,,no
49,management,divorced,tertiary,no,2370,yes,yes,,17,nov,56,1,103,2,other,no
42,management,single,tertiary,no,328,yes,yes,cellular,17,nov,125,1,-1,0,,no
52,management,married,tertiary,no,2578,no,no,cellular,17,nov,412,1,-1,0,,no
53,admin.,married,secondary,no,1661,yes,yes,cellular,17,nov,85,1,-1,0,,no
49,management,married,tertiary,no,6493,yes,no,telephone,17,nov,180,1,-1,0,,no
57,housemaid,married,tertiary,no,3760,no,no,cellular,17,nov,1070,1,-1,0,,no
43,technician,single,secondary,no,463,yes,no,cellular,17,nov,266,2,-1,0,,no
59,retired,married,tertiary,no,135,yes,no,,17,nov,94,1,-1,0,,no
45,management,married,tertiary,no,77,yes,no,cellular,17,nov,59,1,-1,0,,no
52,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,125,1,-1,0,,no
50,unemployed,single,secondary,no,2668,no,no,telephone,17,nov,1606,1,-1,0,,no
52,technician,single,secondary,no,1262,no,yes,cellular,17,nov,216,1,-1,0,,no
45,housemaid,married,secondary,no,20187,yes,no,cellular,17,nov,707,1,-1,0,,no
51,services,divorced,secondary,no,135,yes,yes,cellular,17,nov,862,1,-1,0,,no
51,services,married,secondary,no,1191,no,yes,cellular,17,nov,214,1,-1,0,,no
36,self-employed,married,tertiary,no,7343,no,no,cellular,17,nov,78,1,-1,0,,no
58,management,divorced,tertiary,no,315,yes,no,cellular,17,nov,62,2,-1,0,,no
58,management,divorced,tertiary,no,1573,yes,yes,cellular,17,nov,279,1,-1,0,,no
31,admin.,single,tertiary,no,0,no,no,cellular,17,nov,173,1,-1,0,,no
31,admin.,married,tertiary,no,1144,yes,yes,cellular,17,nov,89,1,-1,0,,no
33,management,married,tertiary,no,685,no,no,,17,nov,53,1,-1,0,,no
34,management,single,tertiary,no,621,yes,no,cellular,17,nov,97,1,-1,0,,no
53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,,yes
48,blue-collar,married,secondary,no,1039,yes,no,cellular,17,nov,581,1,-1,0,,no
42,management,divorced,tertiary,no,0,no,no,cellular,17,nov,116,1,-1,0,,no
51,technician,married,secondary,no,0,yes,no,cellular,17,nov,70,1,-1,0,,no
46,management,married,secondary,no,1306,yes,no,telephone,17,nov,155,1,-1,0,,no
34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,no
45,technician,single,secondary,no,819,no,yes,cellular,17,nov,200,1,-1,0,,no
47,blue-collar,married,secondary,no,33,no,no,telephone,17,nov,27,1,-1,0,,no
31,management,married,tertiary,no,898,no,no,cellular,17,nov,578,1,-1,0,,no
47,management,married,tertiary,no,2919,yes,no,cellular,17,nov,153,1,-1,0,,no
35,management,married,tertiary,no,1108,yes,no,cellular,17,nov,52,1,-1,0,,no
39,management,single,primary,no,0,yes,yes,cellular,17,nov,62,1,-1,0,,no
32,admin.,single,secondary,no,4344,yes,no,cellular,17,nov,79,2,118,3,failure,no
40,technician,married,secondary,no,1952,yes,no,cellular,17,nov,310,1,-1,0,,no
56,management,married,tertiary,no,2551,yes,no,cellular,17,nov,150,2,-1,0,,no
54,technician,married,secondary,no,472,yes,yes,,17,nov,229,2,150,1,failure,no
45,technician,single,secondary,no,1171,yes,no,cellular,17,nov,34,1,-1,0,,no
59,retired,divorced,secondary,no,514,yes,no,cellular,17,nov,573,1,188,1,other,no
30,management,single,tertiary,no,1435,yes,no,cellular,17,nov,104,3,-1,0,,no
41,technician,divorced,secondary,no,0,yes,no,cellular,17,nov,386,2,-1,0,,no
45,admin.,single,secondary,no,597,no,yes,telephone,17,nov,73,1,-1,0,,no
59,management,married,primary,no,252,yes,yes,cellular,17,nov,138,1,175,2,failure,no
40,technician,married,secondary,no,0,yes,no,cellular,17,nov,74,2,196,1,failure,no
45,management,divorced,tertiary,no,6572,yes,no,cellular,17,nov,42,2,-1,0,,no
46,management,divorced,secondary,no,10,yes,no,cellular,17,nov,273,1,-1,0,,no
45,management,married,secondary,no,4425,no,no,,17,nov,147,1,110,2,failure,no
43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
30,management,single,secondary,no,18,yes,no,cellular,17,nov,294,1,-1,0,,no
46,technician,married,secondary,no,0,yes,no,cellular,17,nov,96,1,-1,0,,no
57,admin.,married,secondary,no,92,no,yes,cellular,17,nov,49,3,-1,0,,no
55,retired,married,secondary,no,4230,no,yes,cellular,17,nov,163,3,-1,0,,no
43,technician,married,secondary,no,0,no,yes,cellular,17,nov,103,2,193,3,failure,no
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure,no
48,technician,married,secondary,yes,295,no,yes,cellular,17,nov,190,2,-1,0,,no
42,unemployed,married,secondary,no,4544,no,no,cellular,17,nov,77,2,-1,0,,no
49,services,married,secondary,no,202,yes,no,cellular,17,nov,651,2,104,1,failure,yes
49,entrepreneur,married,tertiary,no,313,yes,no,cellular,17,nov,42,2,188,2,failure,no
46,management,married,tertiary,no,716,yes,yes,cellular,17,nov,106,1,-1,0,,no
43,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,105,1,-1,0,,no
39,blue-collar,single,primary,no,419,yes,no,cellular,17,nov,186,1,181,1,failure,no
37,technician,married,secondary,no,344,yes,yes,cellular,17,nov,56,1,-1,0,,no
40,management,single,tertiary,no,0,no,yes,cellular,17,nov,657,1,-1,0,,no
37,entrepreneur,single,tertiary,no,1467,yes,yes,cellular,17,nov,349,1,-1,0,,no
38,entrepreneur,married,tertiary,no,0,yes,no,cellular,17,nov,65,1,-1,0,,no
48,management,married,primary,no,427,no,no,cellular,17,nov,62,1,-1,0,,no
42,technician,married,tertiary,no,14282,yes,no,cellular,17,nov,77,1,103,4,success,no
45,admin.,divorced,secondary,no,0,yes,no,cellular,17,nov,102,1,-1,0,,no
58,admin.,married,secondary,no,3735,no,no,cellular,17,nov,91,2,-1,0,,no
43,admin.,married,tertiary,no,279,yes,no,cellular,17,nov,111,1,-1,0,,no
56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no
58,retired,divorced,secondary,no,-370,no,no,cellular,17,nov,1449,1,-1,0,,no
54,unemployed,single,secondary,no,380,no,no,cellular,17,nov,696,2,-1,0,,yes
35,management,married,tertiary,no,209,yes,no,cellular,17,nov,188,1,-1,0,,no
36,management,married,tertiary,no,441,yes,yes,cellular,17,nov,160,2,-1,0,,no
33,management,married,secondary,no,0,yes,no,cellular,17,nov,407,1,-1,0,,no
43,technician,married,secondary,no,536,yes,no,cellular,17,nov,77,1,-1,0,,no
53,management,divorced,tertiary,no,5187,no,yes,cellular,17,nov,560,2,-1,0,,no
46,self-employed,single,secondary,no,1029,no,no,cellular,17,nov,108,2,-1,0,,no
45,unemployed,single,secondary,no,0,yes,no,cellular,17,nov,113,2,-1,0,,no
44,admin.,married,secondary,no,4826,yes,no,cellular,17,nov,102,1,185,4,other,no
42,services,married,secondary,no,1048,yes,no,cellular,17,nov,71,1,186,1,failure,no
54,services,divorced,secondary,no,2398,yes,no,cellular,17,nov,73,1,-1,0,,no
35,technician,married,secondary,no,0,yes,yes,cellular,17,nov,199,1,-1,0,,no
39,admin.,married,primary,no,0,no,no,cellular,17,nov,106,1,-1,0,,no
42,blue-collar,married,secondary,no,179,yes,no,cellular,17,nov,96,1,-1,0,,no
41,management,married,secondary,no,71,yes,no,cellular,17,nov,64,1,-1,0,,no
32,blue-collar,single,primary,no,1918,yes,no,cellular,17,nov,321,1,-1,0,,no
47,entrepreneur,married,secondary,no,2192,yes,no,cellular,17,nov,134,1,-1,0,,no
45,services,married,secondary,no,4005,yes,no,cellular,17,nov,141,1,-1,0,,no
36,services,married,secondary,no,0,no,no,cellular,17,nov,94,1,-1,0,,no
35,services,single,secondary,no,2223,no,no,cellular,17,nov,499,3,-1,0,,no
41,technician,married,secondary,no,112,yes,no,cellular,17,nov,1081,1,131,1,failure,no
53,admin.,divorced,tertiary,no,493,yes,yes,cellular,17,nov,64,3,-1,0,,no
32,management,single,tertiary,no,0,yes,yes,cellular,17,nov,107,2,-1,0,,no
35,admin.,married,secondary,no,0,yes,no,telephone,17,nov,84,1,-1,0,,no
51,technician,single,secondary,no,17092,no,no,cellular,17,nov,35,1,-1,0,,no
44,services,married,secondary,no,163,yes,no,cellular,17,nov,73,1,-1,0,,no
41,technician,married,secondary,no,3029,yes,no,cellular,17,nov,251,2,-1,0,,no
53,technician,single,secondary,no,6164,yes,no,cellular,17,nov,101,1,-1,0,,no
51,technician,married,secondary,no,563,yes,no,cellular,17,nov,504,1,123,3,failure,no
31,admin.,married,secondary,no,1246,yes,no,cellular,17,nov,111,2,-1,0,,no
58,management,married,tertiary,no,16264,no,no,telephone,17,nov,215,3,-1,0,,no
43,services,divorced,,no,2363,yes,no,cellular,17,nov,229,1,-1,0,,no
36,blue-collar,married,secondary,no,1797,yes,yes,cellular,17,nov,166,1,181,2,failure,no
49,management,married,tertiary,no,7007,no,no,cellular,17,nov,325,2,-1,0,,no
52,technician,married,tertiary,no,3440,yes,no,cellular,17,nov,124,1,131,1,failure,no
36,unemployed,married,secondary,no,16,yes,yes,cellular,17,nov,89,2,-1,0,,no
56,management,married,primary,no,13,no,no,cellular,17,nov,240,1,-1,0,,no
56,management,divorced,tertiary,no,968,no,no,cellular,17,nov,105,1,-1,0,,no
44,management,single,tertiary,no,300,yes,no,cellular,17,nov,48,1,-1,0,,no
58,admin.,married,secondary,no,2747,no,no,cellular,17,nov,907,2,-1,0,,no
57,management,married,tertiary,yes,-24,yes,no,telephone,17,nov,14,1,-1,0,,no
48,services,divorced,secondary,no,361,no,no,cellular,17,nov,287,1,-1,0,,no
32,management,married,tertiary,no,81,yes,no,cellular,17,nov,120,1,-1,0,,no
44,blue-collar,married,secondary,no,508,yes,no,cellular,17,nov,158,1,-1,0,,no
58,management,divorced,secondary,no,321,no,yes,cellular,17,nov,254,2,-1,0,,no
42,entrepreneur,married,tertiary,no,373,no,no,cellular,17,nov,174,1,154,3,failure,no
38,management,married,secondary,no,3840,yes,yes,cellular,17,nov,62,1,-1,0,,no
56,management,divorced,tertiary,no,2096,no,no,cellular,17,nov,209,2,-1,0,,no
45,technician,married,secondary,no,2020,yes,no,cellular,17,nov,62,1,131,1,failure,no
35,entrepreneur,married,secondary,no,24,yes,no,cellular,17,nov,128,1,181,1,failure,no
46,admin.,divorced,secondary,no,-637,yes,no,cellular,17,nov,153,1,-1,0,,no
38,management,married,tertiary,no,425,yes,no,cellular,17,nov,240,1,181,1,failure,no
40,blue-collar,married,primary,no,69,yes,no,cellular,17,nov,375,1,-1,0,,no
47,technician,married,secondary,no,80,no,yes,cellular,17,nov,74,1,145,1,failure,no
41,management,married,primary,no,5310,yes,no,cellular,17,nov,984,1,-1,0,,yes
56,management,married,tertiary,no,935,yes,no,cellular,17,nov,140,1,-1,0,,no
33,admin.,married,tertiary,no,585,yes,no,cellular,17,nov,131,1,-1,0,,no
52,self-employed,married,tertiary,no,0,yes,no,cellular,17,nov,117,2,-1,0,,no
48,management,divorced,tertiary,no,757,yes,no,cellular,17,nov,90,1,-1,0,,no
45,management,divorced,tertiary,no,3150,yes,no,cellular,17,nov,101,2,-1,0,,no
32,technician,married,secondary,no,5,yes,no,cellular,17,nov,114,1,-1,0,,no
43,self-employed,married,secondary,no,634,yes,no,cellular,17,nov,65,1,131,1,failure,no
33,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,809,3,181,1,other,no
46,management,married,tertiary,no,9678,yes,no,cellular,17,nov,318,1,-1,0,,no
40,blue-collar,single,secondary,no,677,yes,no,cellular,17,nov,619,1,171,5,other,no
42,unemployed,married,,no,970,yes,no,telephone,17,nov,725,1,119,10,success,no
52,management,married,tertiary,no,0,yes,no,cellular,17,nov,164,2,-1,0,,no
54,technician,married,secondary,no,899,no,yes,cellular,17,nov,61,1,145,1,other,no
55,retired,married,secondary,no,1504,yes,yes,cellular,17,nov,761,1,-1,0,,yes
50,management,married,tertiary,no,830,no,no,cellular,17,nov,71,1,138,2,failure,no
51,technician,married,,no,-174,yes,yes,cellular,17,nov,348,1,-1,0,,no
51,self-employed,divorced,tertiary,no,1357,yes,no,cellular,17,nov,233,3,-1,0,,no
38,management,single,tertiary,no,0,yes,no,cellular,17,nov,213,2,-1,0,,no
54,management,married,tertiary,no,-1415,yes,yes,cellular,17,nov,135,1,-1,0,,no
26,,single,secondary,no,1187,no,no,,17,nov,44,1,-1,0,,no
56,management,married,tertiary,no,0,no,no,cellular,17,nov,194,1,-1,0,,no
54,services,married,secondary,no,2719,yes,no,cellular,17,nov,166,2,171,2,failure,no
56,services,divorced,primary,no,588,no,no,cellular,17,nov,303,2,-1,0,,no
38,admin.,married,,no,4583,yes,no,cellular,17,nov,191,2,-1,0,,no
44,unemployed,married,secondary,no,0,yes,no,cellular,17,nov,58,1,195,2,failure,no
45,self-employed,married,tertiary,no,0,yes,no,cellular,17,nov,134,1,-1,0,,no
42,blue-collar,married,secondary,no,1657,yes,yes,cellular,17,nov,155,1,-1,0,,no
53,entrepreneur,married,tertiary,no,2289,yes,yes,cellular,17,nov,183,1,-1,0,,no
46,entrepreneur,divorced,tertiary,no,567,yes,no,cellular,17,nov,554,2,-1,0,,no
56,management,divorced,tertiary,no,722,no,no,cellular,17,nov,218,2,-1,0,,no
53,services,divorced,primary,no,200,no,no,cellular,17,nov,182,3,-1,0,,no
59,management,married,tertiary,no,1783,no,yes,cellular,17,nov,540,2,-1,0,,yes
43,blue-collar,divorced,secondary,no,-259,no,no,cellular,17,nov,732,1,171,2,other,no
37,blue-collar,married,secondary,no,22341,yes,no,cellular,17,nov,175,1,-1,0,,no
37,management,married,tertiary,no,785,yes,no,cellular,17,nov,219,2,-1,0,,no
51,management,married,tertiary,no,248,yes,yes,cellular,17,nov,139,2,126,3,failure,no
44,management,married,tertiary,no,226,yes,no,cellular,17,nov,76,3,-1,0,,no
36,admin.,married,secondary,no,746,yes,no,cellular,17,nov,581,3,-1,0,,no
52,management,married,tertiary,no,4504,yes,no,cellular,17,nov,268,2,-1,0,,no
51,technician,married,secondary,no,12061,yes,no,cellular,17,nov,150,1,188,1,failure,no
42,technician,single,secondary,no,-15,no,no,cellular,17,nov,89,1,145,1,failure,no
32,management,married,tertiary,no,6274,yes,no,cellular,17,nov,500,2,-1,0,,no
53,retired,single,secondary,yes,-741,yes,yes,cellular,17,nov,53,1,-1,0,,no
52,management,married,tertiary,no,2920,yes,no,cellular,17,nov,131,2,-1,0,,no
41,blue-collar,married,secondary,no,2152,yes,no,cellular,17,nov,369,1,-1,0,,no
46,management,married,tertiary,no,189,yes,no,cellular,17,nov,111,1,-1,0,,no
34,admin.,single,secondary,no,601,no,no,cellular,17,nov,184,3,-1,0,,no
42,services,single,secondary,no,877,no,no,cellular,17,nov,90,2,-1,0,,no
40,services,married,secondary,no,28,no,no,telephone,17,nov,48,1,-1,0,,no
46,services,divorced,secondary,no,0,no,no,cellular,17,nov,407,1,150,3,success,no
48,management,married,tertiary,no,5326,no,no,cellular,17,nov,116,2,-1,0,,no
55,housemaid,married,primary,no,1563,yes,no,cellular,17,nov,128,2,-1,0,,no
45,management,married,tertiary,no,1932,yes,no,cellular,17,nov,146,1,-1,0,,no
48,management,divorced,tertiary,no,1144,yes,no,cellular,17,nov,78,1,-1,0,,no
50,admin.,married,,no,4861,no,no,cellular,17,nov,256,2,-1,0,,no
41,blue-collar,married,primary,no,4593,yes,yes,cellular,17,nov,190,1,-1,0,,no
36,technician,married,tertiary,no,99,yes,yes,cellular,17,nov,57,1,-1,0,,no
50,management,married,tertiary,no,4,no,no,cellular,17,nov,223,1,96,2,failure,no
58,,divorced,secondary,no,3111,yes,no,cellular,17,nov,111,1,188,2,failure,no
43,admin.,married,secondary,no,2576,yes,no,cellular,17,nov,143,2,-1,0,,no
44,management,married,tertiary,no,1451,yes,no,cellular,17,nov,157,3,150,12,failure,no
52,management,married,,no,672,no,yes,cellular,17,nov,171,1,-1,0,,no
52,management,married,tertiary,no,1319,yes,no,cellular,17,nov,113,1,-1,0,,no
38,blue-collar,single,secondary,no,1012,yes,yes,telephone,17,nov,69,1,-1,0,,no
41,unemployed,married,primary,no,557,yes,no,cellular,17,nov,158,1,173,1,failure,no
52,retired,married,secondary,no,5057,no,no,cellular,17,nov,104,1,-1,0,,no
46,blue-collar,married,primary,no,2749,yes,no,cellular,17,nov,332,1,-1,0,,no
40,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,113,1,-1,0,,no
42,admin.,single,secondary,no,1143,yes,yes,telephone,17,nov,106,1,-1,0,,no
41,self-employed,married,secondary,yes,0,yes,no,cellular,17,nov,789,1,-1,0,,yes
37,management,single,tertiary,no,600,yes,no,cellular,17,nov,116,2,196,1,failure,no
53,admin.,married,secondary,no,350,no,yes,cellular,17,nov,113,3,132,2,failure,no
59,self-employed,married,tertiary,no,34247,yes,no,cellular,17,nov,66,2,-1,0,,no
55,technician,married,tertiary,no,0,no,no,cellular,17,nov,501,1,-1,0,,no
53,self-employed,married,secondary,no,248,no,yes,cellular,17,nov,99,1,126,3,failure,no
49,admin.,married,secondary,no,0,yes,no,cellular,17,nov,201,1,-1,0,,no
39,entrepreneur,married,tertiary,no,2,yes,no,cellular,17,nov,180,1,-1,0,,no
52,technician,married,secondary,no,1818,no,yes,cellular,17,nov,189,2,111,4,failure,no
36,management,divorced,tertiary,no,3837,yes,no,cellular,17,nov,184,1,193,1,success,no
50,admin.,divorced,secondary,no,202,no,yes,cellular,17,nov,148,1,-1,0,,no
38,management,married,secondary,no,242,no,no,cellular,17,nov,88,2,-1,0,,no
35,entrepreneur,single,tertiary,no,16,no,no,cellular,17,nov,158,2,-1,0,,no
37,admin.,married,tertiary,no,0,yes,no,cellular,17,nov,65,2,119,1,failure,no
52,management,married,tertiary,no,11650,yes,no,cellular,17,nov,48,1,-1,0,,no
44,management,married,tertiary,no,58,yes,no,cellular,17,nov,48,1,126,3,failure,no
59,management,divorced,tertiary,no,3552,yes,no,cellular,17,nov,690,1,123,7,other,no
43,technician,single,,no,572,no,no,cellular,17,nov,80,2,-1,0,,no
32,admin.,married,secondary,no,0,yes,yes,cellular,17,nov,159,2,195,2,failure,no
37,admin.,married,secondary,no,131,no,no,cellular,17,nov,48,2,-1,0,,no
53,retired,married,secondary,no,38,yes,no,cellular,17,nov,89,1,-1,0,,no
33,self-employed,single,tertiary,no,2155,no,no,cellular,17,nov,295,1,-1,0,,no
35,self-employed,married,tertiary,no,560,yes,no,cellular,17,nov,46,1,-1,0,,no
41,management,married,tertiary,no,20,yes,no,cellular,17,nov,99,1,151,2,failure,no
37,services,married,secondary,yes,-954,yes,no,cellular,17,nov,69,1,180,3,failure,no
43,housemaid,married,primary,no,0,no,yes,cellular,17,nov,836,1,129,2,failure,no
51,blue-collar,married,primary,no,230,yes,no,cellular,17,nov,174,1,195,1,failure,no
56,management,married,tertiary,no,505,yes,yes,cellular,17,nov,171,1,172,2,failure,no
44,blue-collar,married,primary,no,93,yes,no,cellular,17,nov,230,1,-1,0,,no
52,technician,married,,no,0,yes,no,cellular,17,nov,136,1,-1,0,,no
44,services,married,secondary,no,3843,yes,no,cellular,17,nov,70,1,150,2,other,no
56,management,single,primary,no,109,no,yes,telephone,17,nov,124,1,129,18,other,no
34,management,single,tertiary,no,2347,no,yes,cellular,17,nov,555,1,-1,0,,no
36,blue-collar,married,secondary,no,1392,no,yes,cellular,17,nov,231,1,-1,0,,no
48,retired,married,secondary,no,264,yes,yes,cellular,17,nov,107,2,-1,0,,no
59,management,married,tertiary,no,3640,no,no,cellular,17,nov,226,2,-1,0,,no
58,management,married,tertiary,no,1831,no,no,cellular,17,nov,1531,1,-1,0,,no
49,management,divorced,tertiary,no,1904,no,yes,cellular,17,nov,131,2,-1,0,,no
47,technician,married,secondary,no,734,yes,no,cellular,17,nov,92,3,-1,0,,no
37,management,married,tertiary,no,620,yes,no,cellular,17,nov,93,3,-1,0,,no
39,self-employed,married,tertiary,no,5,yes,no,cellular,17,nov,118,2,131,1,other,no
38,technician,married,secondary,no,821,yes,yes,cellular,17,nov,224,2,180,1,failure,no
31,technician,married,secondary,no,0,yes,no,cellular,17,nov,326,2,-1,0,,no
50,management,married,tertiary,no,4654,no,no,cellular,17,nov,251,2,-1,0,,no
42,technician,married,primary,no,275,no,no,cellular,17,nov,295,2,109,9,failure,no
34,management,single,tertiary,no,1049,yes,no,cellular,17,nov,101,2,129,1,failure,no
51,blue-collar,married,secondary,no,1414,yes,no,,17,nov,422,3,186,2,failure,no
59,admin.,married,secondary,no,2145,no,no,telephone,17,nov,273,2,-1,0,,no
41,management,married,tertiary,no,653,yes,no,telephone,17,nov,60,2,-1,0,,no
43,blue-collar,married,secondary,no,-210,yes,no,cellular,17,nov,523,2,-1,0,,no
30,technician,single,secondary,no,163,yes,no,cellular,17,nov,72,3,-1,0,,no
38,blue-collar,married,primary,no,0,yes,no,cellular,17,nov,78,2,193,2,failure,no
49,admin.,married,secondary,no,1058,no,no,telephone,17,nov,291,3,-1,0,,no
38,management,single,tertiary,no,11971,yes,no,,17,nov,609,2,101,3,failure,no
41,management,single,tertiary,no,7595,no,no,cellular,17,nov,1121,2,-1,0,,no
47,management,married,secondary,no,794,yes,yes,cellular,17,nov,564,2,-1,0,,no
56,housemaid,married,primary,no,1168,no,no,telephone,17,nov,673,2,-1,0,,no
53,retired,married,tertiary,no,2269,no,no,cellular,17,nov,1091,2,150,1,success,yes
41,blue-collar,married,secondary,no,271,yes,no,cellular,17,nov,148,2,172,2,failure,no
57,technician,married,secondary,no,1158,no,no,,17,nov,204,2,109,21,other,no
47,management,married,secondary,no,0,yes,yes,cellular,17,nov,124,2,-1,0,,no
