age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,campaign,pdays,previous,poutcome,season
49,entrepreneur,married,secondary,no,687,yes,no,cellular,17,apr,once,never,never,unknown,spring
51,housemaid,married,unknown,no,2337,yes,no,cellular,27,may,more than once,6 months,less than 5,success,spring
29,technician,married,secondary,no,84,yes,no,unknown,15,may,more than once,never,never,unknown,spring
32,technician,single,secondary,no,10,yes,no,unknown,8,may,once,never,never,unknown,spring
39,services,married,secondary,no,-762,yes,yes,cellular,8,may,more than once,plus 6 months,less than 5,failure,spring
32,technician,married,secondary,no,1337,no,no,unknown,26,may,more than once,never,never,unknown,spring
36,unemployed,single,tertiary,no,221,no,no,cellular,3,feb,more than once,never,never,unknown,winter
50,technician,divorced,unknown,no,1328,yes,no,unknown,29,may,once,never,never,unknown,spring
48,housemaid,married,secondary,no,0,no,no,cellular,28,may,more than once,never,never,unknown,spring
30,admin.,single,secondary,no,222,yes,no,cellular,7,may,once,never,never,unknown,spring
30,management,married,tertiary,no,24,yes,no,cellular,29,jan,more than once,never,never,unknown,winter
45,admin.,married,unknown,no,323,no,no,telephone,4,feb,more than once,6 months,more than 5,other,winter
29,services,married,secondary,no,489,yes,no,cellular,14,apr,more than once,never,never,unknown,spring
32,technician,married,secondary,no,1539,yes,no,cellular,13,apr,more than once,never,never,unknown,spring
39,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,more than once,never,never,unknown,spring
46,admin.,married,secondary,no,1264,no,no,telephone,28,jan,more than once,never,never,unknown,winter
54,unemployed,married,secondary,no,23,yes,no,unknown,8,may,more than once,never,never,unknown,spring
34,admin.,married,secondary,no,95,yes,no,cellular,18,may,more than once,plus 6 months,more than 5,other,spring
58,admin.,married,secondary,no,-1196,yes,yes,unknown,14,may,more than once,never,never,unknown,spring
48,blue-collar,married,unknown,no,439,yes,no,cellular,2,feb,once,plus 6 months,less than 5,other,winter
58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,more than once,6 months,less than 5,other,spring
48,admin.,married,tertiary,no,960,yes,no,unknown,29,may,more than once,never,never,unknown,spring
32,blue-collar,single,secondary,no,5,yes,yes,unknown,8,may,once,never,never,unknown,spring
51,blue-collar,married,primary,no,296,yes,no,cellular,4,may,more than once,never,never,unknown,spring
39,unemployed,single,secondary,no,2645,yes,no,unknown,21,may,more than once,never,never,unknown,spring
30,self-employed,single,tertiary,no,2593,no,no,unknown,27,may,more than once,never,never,unknown,spring
52,entrepreneur,divorced,secondary,no,-99,no,yes,unknown,26,may,more than once,never,never,unknown,spring
42,unemployed,divorced,secondary,no,325,yes,no,unknown,28,may,more than once,never,never,unknown,spring
46,management,married,tertiary,no,0,no,no,cellular,26,may,once,never,never,unknown,spring
43,self-employed,divorced,secondary,no,1187,yes,no,cellular,4,feb,more than once,never,never,unknown,winter
30,admin.,married,tertiary,no,-750,no,no,cellular,15,may,more than once,never,never,unknown,spring
65,retired,married,primary,no,2173,no,no,cellular,15,jan,more than once,plus 6 months,less than 5,failure,winter
31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,once,6 months,less than 5,success,spring
56,admin.,single,secondary,no,4118,no,no,telephone,27,may,once,never,never,unknown,spring
37,admin.,single,secondary,no,245,yes,yes,unknown,7,may,more than once,never,never,unknown,spring
32,technician,married,unknown,no,196,yes,no,unknown,20,may,more than once,never,never,unknown,spring
26,management,single,tertiary,no,2692,no,no,unknown,28,may,more than once,never,never,unknown,spring
58,unemployed,married,secondary,no,1625,no,no,cellular,5,feb,more than once,never,never,unknown,winter
52,admin.,divorced,secondary,no,944,yes,no,unknown,12,may,more than once,never,never,unknown,spring
40,blue-collar,married,primary,no,1841,yes,no,cellular,15,may,more than once,never,never,unknown,spring
35,blue-collar,married,primary,no,356,yes,yes,unknown,20,may,more than once,never,never,unknown,spring
34,management,single,tertiary,no,705,yes,no,cellular,6,may,more than once,never,never,unknown,spring
58,housemaid,married,primary,no,588,no,yes,cellular,4,feb,more than once,never,never,unknown,winter
34,entrepreneur,married,tertiary,no,10350,yes,no,unknown,8,may,more than once,never,never,unknown,spring
41,technician,married,tertiary,no,816,yes,yes,unknown,29,may,once,never,never,unknown,spring
29,blue-collar,married,primary,no,248,yes,no,cellular,18,may,once,never,never,unknown,spring
37,technician,married,tertiary,no,1733,yes,no,cellular,12,may,more than once,plus 6 months,less than 5,other,spring
31,services,married,secondary,no,25,yes,yes,unknown,5,may,once,never,never,unknown,spring
28,admin.,single,secondary,no,242,yes,yes,cellular,12,may,once,plus 6 months,less than 5,failure,spring
29,technician,single,secondary,no,18,no,no,cellular,3,feb,more than once,never,never,unknown,winter
41,admin.,married,secondary,no,1597,yes,no,cellular,16,apr,more than once,plus 6 months,less than 5,failure,spring
46,services,married,secondary,no,2019,yes,no,unknown,8,may,once,never,never,unknown,spring
34,admin.,single,secondary,no,0,yes,no,cellular,11,may,once,plus 6 months,less than 5,failure,spring
60,admin.,married,unknown,no,1088,yes,no,cellular,26,may,once,never,never,unknown,spring
35,management,single,tertiary,no,71,yes,no,unknown,21,may,more than once,never,never,unknown,spring
38,services,married,primary,no,0,yes,yes,cellular,7,may,once,6 months,less than 5,other,spring
31,services,single,secondary,no,3677,yes,no,cellular,5,may,more than once,never,never,unknown,spring
36,entrepreneur,married,secondary,no,352,yes,no,unknown,21,may,more than once,never,never,unknown,spring
54,management,married,primary,yes,0,yes,yes,cellular,6,may,once,never,never,unknown,spring
55,management,divorced,tertiary,no,552,no,no,unknown,7,may,more than once,never,never,unknown,spring
45,technician,married,secondary,no,999,yes,no,unknown,16,may,more than once,never,never,unknown,spring
30,management,single,tertiary,no,222,no,yes,cellular,4,feb,once,plus 6 months,less than 5,other,winter
46,blue-collar,single,primary,no,355,yes,no,unknown,13,may,once,never,never,unknown,spring
58,services,married,secondary,no,0,yes,no,unknown,15,may,more than once,never,never,unknown,spring
42,management,married,tertiary,no,386,yes,no,unknown,7,may,once,never,never,unknown,spring
26,admin.,single,secondary,no,96,yes,no,cellular,13,may,more than once,plus 6 months,less than 5,other,spring
32,management,single,tertiary,no,2619,yes,no,unknown,26,may,more than once,never,never,unknown,spring
55,self-employed,married,primary,no,468,yes,no,cellular,11,may,more than once,never,never,unknown,spring
45,management,married,tertiary,no,7620,yes,no,cellular,5,may,more than once,never,never,unknown,spring
43,management,single,secondary,no,1063,yes,no,cellular,5,feb,more than once,never,never,unknown,winter
32,management,single,tertiary,no,2059,no,no,cellular,4,feb,more than once,never,never,unknown,winter
53,blue-collar,married,secondary,no,136,yes,no,unknown,15,may,once,never,never,unknown,spring
56,admin.,divorced,unknown,no,789,yes,no,cellular,8,may,once,plus 6 months,less than 5,failure,spring
48,blue-collar,married,secondary,no,244,yes,yes,cellular,2,feb,once,never,never,unknown,winter
35,self-employed,married,secondary,no,0,yes,no,unknown,29,may,more than once,never,never,unknown,spring
27,blue-collar,married,secondary,no,77,yes,no,cellular,4,feb,once,never,never,unknown,winter
39,management,divorced,tertiary,no,-980,yes,no,cellular,4,feb,more than once,plus 6 months,less than 5,failure,winter
35,management,single,unknown,no,342,no,yes,cellular,2,feb,more than once,never,never,unknown,winter
48,admin.,divorced,secondary,no,341,no,yes,cellular,5,feb,more than once,never,never,unknown,winter
29,services,married,secondary,no,399,no,no,cellular,18,dec,more than once,plus 6 months,less than 5,failure,winter
31,admin.,single,secondary,no,1306,yes,no,unknown,28,may,more than once,never,never,unknown,spring
37,admin.,divorced,secondary,no,141,yes,no,cellular,14,may,once,never,never,unknown,spring
24,blue-collar,married,secondary,no,204,yes,yes,cellular,17,apr,more than once,never,never,unknown,spring
31,technician,single,secondary,no,198,no,no,cellular,30,jan,more than once,never,never,unknown,winter
28,management,single,tertiary,no,204,yes,no,unknown,27,may,once,never,never,unknown,spring
31,student,single,tertiary,no,2010,yes,no,cellular,5,feb,more than once,plus 6 months,less than 5,other,winter
47,blue-collar,married,unknown,no,1506,yes,no,unknown,5,may,once,never,never,unknown,spring
34,technician,single,secondary,no,0,yes,yes,unknown,16,may,once,never,never,unknown,spring
83,retired,divorced,primary,no,1097,no,no,telephone,5,mar,once,never,never,unknown,spring
37,management,single,tertiary,no,4543,yes,no,cellular,8,may,once,plus 6 months,less than 5,failure,spring
55,unknown,married,tertiary,no,3567,no,no,cellular,30,apr,once,never,never,unknown,spring
28,technician,single,tertiary,no,75,yes,yes,cellular,5,may,more than once,never,never,unknown,spring
49,management,married,tertiary,no,1093,yes,yes,cellular,12,jan,more than once,6 months,less than 5,success,winter
45,services,married,secondary,no,692,yes,no,unknown,28,may,more than once,never,never,unknown,spring
40,management,married,primary,no,535,yes,no,telephone,5,may,more than once,never,never,unknown,spring
33,admin.,single,secondary,no,303,no,no,unknown,8,may,once,never,never,unknown,spring
48,blue-collar,married,secondary,no,320,yes,yes,cellular,4,feb,once,never,never,unknown,winter
27,admin.,single,tertiary,no,43,no,no,cellular,2,feb,more than once,never,never,unknown,winter
72,retired,single,tertiary,no,1285,no,no,telephone,1,feb,more than once,6 months,more than 5,failure,winter
34,admin.,married,tertiary,no,142,yes,no,cellular,13,may,once,never,never,unknown,spring
46,blue-collar,divorced,secondary,no,1815,yes,no,unknown,28,may,more than once,never,never,unknown,spring
51,blue-collar,married,primary,no,1466,yes,no,unknown,7,may,more than once,never,never,unknown,spring
51,management,married,tertiary,no,285,no,no,cellular,9,feb,more than once,never,never,unknown,winter
41,blue-collar,married,secondary,no,49,yes,no,cellular,15,may,more than once,never,never,unknown,spring
47,management,single,secondary,no,-246,yes,no,cellular,5,may,once,plus 6 months,less than 5,failure,spring
34,management,married,tertiary,no,1288,yes,no,cellular,11,may,more than once,plus 6 months,more than 5,other,spring
40,technician,married,secondary,no,694,yes,no,cellular,4,feb,more than once,plus 6 months,less than 5,failure,winter
48,housemaid,divorced,primary,no,26,yes,no,unknown,12,may,more than once,never,never,unknown,spring
36,management,single,tertiary,no,1089,yes,no,unknown,30,may,once,never,never,unknown,spring
31,management,single,tertiary,no,522,no,no,telephone,29,mar,more than once,never,never,unknown,spring
30,services,single,secondary,no,631,yes,no,cellular,18,may,once,never,never,unknown,spring
34,admin.,married,secondary,no,1183,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
32,management,single,tertiary,no,2974,yes,no,cellular,20,apr,once,never,never,unknown,spring
49,services,married,primary,no,61,yes,no,unknown,6,may,once,never,never,unknown,spring
48,unemployed,divorced,secondary,no,201,no,no,cellular,10,feb,more than once,6 months,less than 5,success,winter
28,blue-collar,married,primary,no,15,yes,no,unknown,13,may,more than once,never,never,unknown,spring
28,blue-collar,married,primary,no,254,yes,no,cellular,20,apr,more than once,never,never,unknown,spring
34,blue-collar,married,secondary,no,-61,yes,no,unknown,27,may,once,never,never,unknown,spring
26,blue-collar,single,secondary,no,277,no,no,unknown,14,may,more than once,never,never,unknown,spring
33,management,married,tertiary,no,17946,yes,no,cellular,6,feb,more than once,plus 6 months,less than 5,failure,winter
52,management,married,tertiary,no,1177,yes,no,unknown,29,may,once,never,never,unknown,spring
37,blue-collar,married,primary,no,357,yes,no,cellular,15,may,more than once,plus 6 months,less than 5,other,spring
40,management,married,tertiary,no,0,yes,no,cellular,2,feb,once,never,never,unknown,winter
35,blue-collar,married,secondary,no,522,yes,yes,cellular,5,feb,more than once,never,never,unknown,winter
38,admin.,single,secondary,no,100,yes,no,unknown,7,may,once,never,never,unknown,spring
27,admin.,single,secondary,no,0,yes,no,cellular,18,may,more than once,never,never,unknown,spring
48,management,married,primary,no,1513,no,no,cellular,29,jan,more than once,never,never,unknown,winter
34,services,married,secondary,no,-538,yes,no,unknown,26,may,once,never,never,unknown,spring
50,technician,married,tertiary,no,2938,yes,no,unknown,15,may,more than once,never,never,unknown,spring
34,management,single,tertiary,no,90,yes,no,cellular,8,may,more than once,never,never,unknown,spring
35,management,single,tertiary,no,797,yes,no,unknown,8,may,once,never,never,unknown,spring
28,services,single,secondary,no,2921,yes,no,unknown,28,may,once,never,never,unknown,spring
46,services,married,secondary,no,1474,yes,no,unknown,12,may,more than once,never,never,unknown,spring
33,unemployed,single,tertiary,no,850,no,no,cellular,4,may,more than once,never,never,unknown,spring
30,blue-collar,married,primary,no,2,yes,yes,cellular,13,may,more than once,never,never,unknown,spring
52,admin.,divorced,tertiary,no,0,yes,yes,cellular,27,apr,once,never,never,unknown,spring
39,management,single,tertiary,no,26,yes,yes,unknown,26,may,more than once,never,never,unknown,spring
24,services,single,secondary,no,77,yes,yes,unknown,6,may,more than once,never,never,unknown,spring
32,blue-collar,married,secondary,no,20,yes,yes,unknown,8,may,more than once,never,never,unknown,spring
59,management,single,tertiary,no,266,yes,no,unknown,30,may,more than once,never,never,unknown,spring
